
Gene_ID	error	StartBad	StopBad	frameshifts	splicesites	length	product	errorStill	StartStillBad	StopStillBad	frameshiftsStill	JoinExons	PossiblePseudo	CorrectionLog	
Rv0520	3	1	1	1	0	0	POSSIBLE METHYLTRANSFERASE/METHYLASE (FRAGMENT)"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0521	3	1	1	1	0	0	POSSIBLE METHYLTRANSFERASE/METHYLASE (FRAGMENT)"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start // Corrected Stop	
Rv0522	3	1	1	2	0	0	PROBABLE GABA PERMEASE GABP (4-AMINO BUTYRATE	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0523c	4	1	1	1	0	1	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0524	3	1	1	1	0	0	PROBABLE GLUTAMATE-1-SEMIALDEHYDE	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0525	3	1	1	3	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0526	3	1	1	1	0	0	POSSIBLE THIOREDOXIN PROTEIN (THIOL-DISULFIDE	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0527	3	1	1	0	0	1	POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0528	3	1	1	1	0	0	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0529	3	1	1	2	0	0	POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0530	3	1	1	1	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	 // Corrected Stop	
Rv0531	3	1	1	2	0	0	POSSIBLE CONSERVED MEMBRANE PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start // Corrected Stop	
Rv0532	1	1	0	0	0	0	PE-PGRS FAMILY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0534c	1	1	0	0	0	0	1,4-DIHYDROXY-2-NAPHTHOATE OCTAPRENYLTRANSFERASE	0	0	0	0	0	0	 // Corrected Start	
Rv0537c	1	1	0	0	0	0	PROBABLE INTEGRAL MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0539	1	1	0	0	0	0	PROBABLE DOLICHYL-PHOSPHATE SUGAR SYNTHASE	0	0	0	0	0	0	 // Corrected Start	
Rv0540	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0541c	1	1	0	0	0	0	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0542c	1	1	0	0	0	0	POSSIBLE O-SUCCINYLBENZOIC ACID--CoA LIGASE MENE	0	0	0	0	0	0	 // Corrected Start	
Rv0543c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0544c	1	1	0	0	0	0	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN"	1	1	0	0	0	0	0	
Rv0545c	1	1	0	0	0	0	PROBABLE LOW-AFFINITY INORGANIC PHOSPHATE	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0547c	1	1	0	0	0	0	POSSIBLE OXIDOREDUCTASE"	0	0	0	0	0	0	 // Corrected Start	
Rv0548c	1	1	0	0	0	0	PROBABLE NAPHTHOATE SYNTHASE MENB	0	0	0	0	0	0	 // Corrected Start	
Rv0549c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0550c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0553	1	1	0	0	0	0	PROBABLE MUCONATE CYCLOISOMERASE MENC	0	0	0	0	0	0	 // Corrected Start	
Rv0554	1	1	0	0	0	0	POSSIBLE PEROXIDASE BPOC (NON-HAEM PEROXIDASE)"	0	0	0	0	0	0	 // Corrected Start	
Rv0555	1	1	0	0	0	0	PROBABLE BIFUNCTIONAL MENAQUINONE BIOSYNTHESIS	0	0	0	0	0	0	 // Corrected Start	
Rv0556	1	1	0	0	0	0	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0557	1	1	0	0	0	0	MANNOSYLTRANSFERASE PIMB"	0	0	0	0	0	0	 // Corrected Start	
Rv0561c	1	1	0	0	0	0	POSSIBLE OXIDOREDUCTASE"	0	0	0	0	0	0	 // Corrected Start	
Rv0562	1	1	0	0	0	0	PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC1	0	0	0	0	0	0	 // Corrected Start	
Rv0567	1	1	0	0	0	0	PROBABLE METHYLTRANSFERASE/METHYLASE"	0	0	0	0	0	0	 // Corrected Start	
Rv0570	1	1	0	0	0	0	PROBABLE RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE	0	0	0	0	0	0	 // Corrected Start	
Rv0574c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0575c	1	1	0	0	0	0	POSSIBLE OXIDOREDUCTASE"	0	0	0	0	0	0	 // Corrected Start	
Rv0581	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0582	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0589	1	1	0	0	0	0	MCE-FAMILY PROTEIN MCE2A"	0	0	0	0	0	0	 // Corrected Start	
Rv0590A	1	1	0	0	0	0	MCE-FAMILY RELATED PROTEIN"	1	1	0	0	0	0	0	
Rv0593	1	1	0	0	0	0	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRL (MCE-FAMILY	0	0	0	0	0	0	 // Corrected Start	
Rv0595c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0598c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0600c	1	1	0	0	0	0	PROBABLE TWO COMPONENT SENSOR KINASE [SECOND	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0602c	1	1	0	0	0	0	PROBABLE TWO COMPONENT DNA BINDING	0	0	0	0	0	0	 // Corrected Start	
Rv0605	1	1	0	0	0	0	POSSIBLE RESOLVASE"	0	0	0	0	0	0	 // Corrected Start	
Rv0607	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0609	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0609A	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv0611c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0612	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0613c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0614	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0615	1	1	0	0	0	0	PROBABLE INTEGRAL MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0616c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0617	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0619	1	1	0	0	0	0	PROBABLE GALACTOSE-1-PHOSPHATE	0	0	0	0	0	0	 // Corrected Start	
Rv0627	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv0628c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0629c	1	1	0	0	0	0	PROBABLE EXONUCLEASE V (ALPHA CHAIN) RECD	0	0	0	0	0	0	 // Corrected Start	
Rv0634A	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0634c	1	1	0	0	0	0	POSSIBLE GLYOXALASE II (HYDROXYACYLGLUTATHIONE	0	0	0	0	0	0	 // Corrected Start	
Rv0635	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0638	1	1	0	0	0	0	PROBABLE PREPROTEIN TRANSLOCASE SECE1"	1	1	0	0	0	0	0	
Rv0639	1	1	0	0	0	0	PROBABLE TRANSCRIPTION ANTITERMINATION PROTEIN	0	0	0	0	0	0	 // Corrected Start	
Rv0646c	1	1	0	0	0	0	PROBABLE LIPASE/ESTERASE LIPG"	0	0	0	0	0	0	 // Corrected Start	
Rv0648	3	1	1	0	0	1	ALPHA-MANNOSIDASE"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0649	3	1	1	0	0	1	POSSIBLE MALONYL COA-ACYL CARRIER PROTEIN	1	1	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Stop	
Rv0650	4	1	1	1	0	1	POSSIBLE SUGAR KINASE"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0651	4	1	1	1	0	1	PROBABLE 50S RIBOSOMAL PROTEIN L10 RPLJ"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv0652	3	1	1	0	0	1	PROBABLE 50S RIBOSOMAL PROTEIN L7/L12 RPLL	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0653c	2	1	1	0	0	0	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0654	4	1	1	4	0	1	PROBABLE DIOXYGENASE"	0	0	0	3	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0655	2	1	0	13	0	0	POSSIBLE RIBONUCLEOTIDE-TRANSPORT ATP-BINDING	0	0	0	0	0	0	 // Corrected Start	
Rv0656c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0657c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0658c	1	1	0	0	0	0	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0662c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0665	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0666	1	1	0	0	0	0	POSSIBLE MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0667	1	1	0	0	0	0	DNA-DIRECTED RNA POLYMERASE (BETA CHAIN) RPOB	0	0	0	0	0	0	 // Corrected Start	
Rv0668	1	1	0	0	0	0	DNA-DIRECTED RNA POLYMERASE (BETA' CHAIN) RPOC	0	0	0	0	0	0	 // Corrected Start	
Rv0670	1	1	0	0	0	0	PROBABLE ENDONUCLEASE IV END	1	1	0	0	0	0	0	
Rv0678	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0679c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL THREONINE RICH PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0680c	1	1	0	0	0	0	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN"	1	1	0	0	0	0	0	
Rv0681	1	1	0	0	0	0	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	0	0	0	0	0	0	 // Corrected Start	
Rv0684	1	1	0	0	0	0	PROBABLE ELONGATION FACTOR G FUSA1 (EF-G)"	0	0	0	0	0	0	 // Corrected Start	
Rv0685	1	1	0	0	0	0	PROBABLE IRON-REGULATED ELONGATION FACTOR TU TUF	0	0	0	0	0	0	 // Corrected Start	
Rv0686	1	1	0	0	0	0	PROBABLE MEMBRANE PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0687	1	1	0	0	0	0	PROBABLE SHORT-CHAIN TYPE	1	1	0	0	0	0	0	
Rv0689c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0690c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0692	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0694	1	1	0	0	0	0	POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME)	0	0	0	0	0	0	 // Corrected Start	
Rv0695	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0697	1	1	0	0	0	0	PROBABLE DEHYDROGENASE"	0	0	0	0	0	0	 // Corrected Start	
Rv0698	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0700	1	1	0	0	0	0	30S RIBOSOMAL PROTEIN S10 RPSJ (TRANSCRIPTION	1	1	0	0	0	0	0	
Rv0704	3	1	1	9	0	0	PROBABLE 50S ribosomal protein L2 RPLB"	0	0	0	1	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0705	2	0	1	1	0	0	PROBABLE 30S RIBOSOMAL PROTEIN S19 RPSS"	0	0	0	0	0	0	 // Corrected Stop	
Rv0706	2	1	1	0	0	0	PROBABLE 50S RIBOSOMAL PROTEIN L22 RPLV"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start // Corrected Stop	
Rv0707	4	1	1	3	0	1	PROBABLE 30S RIBOSOMAL PROTEIN S3 RPSC"	1	1	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Stop	
Rv0708	3	1	1	1	0	0	PROBABLE 50S RIBOSOMAL PROTEIN L16 RPLP"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0709	2	1	1	0	0	0	PROBABLE 50S RIBOSOMAL PROTEIN L29 RPMC"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start // Corrected Stop	
Rv0710	3	1	1	3	0	0	PROBABLE 30S RIBOSOMAL PROTEIN S17 RPSQ"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv0711	2	1	1	0	0	0	POSSIBLE ARYLSULFATASE ATSA (ARYL-SULFATE	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0712	2	1	1	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0713	3	1	1	10	0	0	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv0714	2	1	1	0	0	0	PROBABLE 50S RIBOSOMAL PROTEIN L14 RPLN"	1	1	0	0	0	0	 // Corrected Stop	
Rv0715	4	1	1	1	0	1	PROBABLE 50S RIBOSOMAL PROTEIN L24 RPLX"	1	1	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Stop	
Rv0716	2	1	1	0	0	0	PROBABLE 50S RIBOSOMAL PROTEIN L5 RPLE"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0717	2	1	1	0	0	0	PROBABLE 30S RIBOSOMAL PROTEIN S14 RPSN1"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Stop	
Rv0718	3	1	1	2	0	0	PROBABLE 30S RIBOSOMAL PROTEIN S8 RPSH"	0	0	0	1	0	0	 // Corrected Start // Corrected Stop	
Rv0719	3	1	1	5	0	0	PROBABLE 50S RIBOSOMAL PROTEIN L6 RPLF"	0	0	0	1	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv0720	4	1	1	1	0	1	PROBABLE 50S RIBOSOMAL PROTEIN L18 RPLR"	1	1	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Stop	
Rv0721	1	1	0	0	0	0	PROBABLE 30S RIBOSOMAL PROTEIN S5 RPSE"	0	0	0	0	0	0	 // Corrected Start	
Rv0723	1	1	0	0	0	0	PROBABLE 50S RIBOSOMAL PROTEIN L15 RPLO"	0	0	0	0	0	0	 // Corrected Start	
Rv0724A	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0728c	1	1	0	0	0	0	POSSIBLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE	0	0	0	0	0	0	 // Corrected Start	
Rv0729	1	1	0	0	0	0	POSSIBLE D-XYLULOSE KINASE XYLB (XYLULOKINASE)	0	0	0	0	0	0	 // Corrected Start	
Rv0732	1	1	0	0	0	0	PROBABLE PREPROTEIN TRANSLOCASE SECY"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0733	1	1	0	0	0	0	PROBABLE ADENYLATE KINASE ADK (ATP-AMP	1	1	0	0	0	0	0	
Rv0735	1	1	0	0	0	0	PROBABLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR	0	0	0	0	0	0	 // Corrected Start	
Rv0737	1	1	0	0	0	0	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0738	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0739	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0741	1	1	0	0	0	0	PROBABLE TRANSPOSASE (FRAGMENT)"	1	1	0	0	0	0	0	
Rv0742	1	1	0	0	0	0	PE-PGRS FAMILY PROTEIN"	1	1	0	0	0	0	0	
Rv0745	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0749A	1	1	0	0	0	0	HYPOTHETICAL PROTEIN (FRAGMENT)"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv0750	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0759c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0761c	1	1	0	0	0	0	POSSIBLE ZINC-CONTAINING ALCOHOL DEHYDROGENASE	0	0	0	0	0	0	 // Corrected Start	
Rv0762c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0767c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0772	1	1	0	0	0	0	PROBABLE PHOSPHORIBOSYLAMINE--GLYCINE LIGASE	0	0	0	0	0	0	 // Corrected Start	
Rv0777	1	1	0	0	0	0	PROBABLE ADENYLOSUCCINATE LYASE PURB	0	0	0	0	0	0	 // Corrected Start	
Rv0781	2	0	1	0	0	1	PROBABLE PROTEASE II PTRBA [FIRST PART]	0	0	0	0	0	0	 // Corrected Stop	
Rv0782	1	1	0	0	0	0	PROBABLE PROTEASE II PTRBB [SECOND PART]	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start	
Rv0784	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0785	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0786c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0787	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0787A	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0788	1	1	0	0	0	0	PROBABLE PHOSPHORIBOSYLFORMYLGLYCINAMIDINE	0	0	0	0	0	0	 // Corrected Start	
Rv0789c	1	1	0	0	0	0	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0795	2	1	1	0	0	0	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start // Corrected Stop	
Rv0796	4	1	1	1	0	1	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv0797	1	0	0	1	0	0	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE	0	0	0	0	0	0	0	
Rv0799c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0803	1	1	0	0	0	0	PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE II	0	0	0	0	0	0	 // Corrected Start	
Rv0805	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0808	1	1	0	0	0	0	AMIDOPHOSPHORIBOSYLTRANSFERASE PURF (GLUTAMINE	0	0	0	0	0	0	 // Corrected Start	
Rv0811c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0812	1	1	0	0	0	0	PROBABLE AMINO ACID AMINOTRANSFERASE"	0	0	0	0	0	0	 // Corrected Start	
Rv0813c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv0818	1	1	0	0	0	0	TRANSCRIPTIONAL REGULATORY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0819	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0820	1	1	0	0	0	0	PROBABLE PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN	0	0	0	0	0	0	 // Corrected Start	
Rv0825c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0826	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0829	1	1	0	0	0	0	POSSIBLE TRANSPOSASE (FRAGMENT)"	0	0	0	0	0	0	 // Corrected Start	
Rv0832	1	1	0	0	0	0	PE-PGRS FAMILY PROTEIN"	1	1	0	0	0	0	0	
Rv0833	1	1	0	0	0	0	PE-PGRS FAMILY PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0835	1	1	0	0	0	0	POSSIBLE LIPOPROTEIN LPQQ"	0	0	0	0	0	0	 // Corrected Start	
Rv0836c	3	1	1	0	0	1	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0837c	4	1	1	3	0	1	HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv0838	4	1	1	6	0	1	PROBABLE CONSERVED LIPOPROTEIN LPQR"	1	1	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Stop	
Rv0839	2	1	1	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0840c	4	1	1	8	0	1	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL	0	0	0	2	0	0	 // Corrected Start // Corrected Stop	
Rv0841	2	1	1	0	0	0	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN"	1	1	0	0	0	0	 // Corrected Stop	
Rv0842	4	1	1	7	0	1	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN"	0	0	0	3	0	0	 // Corrected Start // Corrected Stop	
Rv0843	3	1	1	0	0	1	PROBABLE DEHYDROGENASE"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv0844c	4	1	1	2	0	1	POSSIBLE NITRATE/NITRITE RESPONSE	0	0	0	1	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv0845	3	1	1	3	0	0	POSSIBLE TWO COMPONENT SENSOR KINASE"	0	0	0	1	0	0	 // Corrected Start // Corrected Stop	
Rv0847	1	1	0	0	0	0	PROBABLE LIPOPROTEIN LPQS"	0	0	0	0	0	0	 // Corrected Start	
Rv0848	1	1	0	0	0	0	POSSIBLE CYSTEINE SYNTHASE A CYSK2	0	0	0	0	0	0	 // Corrected Start	
Rv0850	1	1	0	0	0	0	PUTATIVE TRANSPOSASE (FRAGMENT)"	1	1	0	0	0	0	0	
Rv0851c	1	1	0	0	0	0	PROBABLE SHORT-CHAIN TYPE	0	0	0	0	0	0	 // Corrected Start	
Rv0852	1	1	0	0	0	0	POSSIBLE FATTY-ACID-CoA LIGASE FADD16	0	0	0	0	0	0	 // Corrected Start	
Rv0853c	1	1	0	0	0	0	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE	0	0	0	0	0	0	 // Corrected Start	
Rv0855	1	1	0	0	0	0	PROBABLE FATTY-ACID-CoA RACEMASE FAR"	0	0	0	0	0	0	 // Corrected Start	
Rv0857	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0861c	1	1	0	0	0	0	PROBABLE DNA HELICASE ERCC3"	0	0	0	0	0	0	 // Corrected Start	
Rv0863	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0868c	1	1	0	0	0	0	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS	1	1	0	0	0	0	0	
Rv0871	1	1	0	0	0	0	PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB"	1	1	0	0	0	0	0	
Rv0874c	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	0	0	0	0	0	0	 // Corrected Start	
Rv0875c	1	1	0	0	0	0	POSSIBLE CONSERVED EXPORTED PROTEIN"	1	1	0	0	0	0	0	
Rv0877	1	1	0	0	0	0	CONSERVED HYPOTHETICAL PROTEIN"	1	1	0	0	0	0	0	
Rv0878c	2	0	1	0	0	1	PPE FAMILY PROTEIN"	0	0	0	0	0	0	 // Corrected Stop	
Rv0880	1	1	0	0	0	0	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	0	0	0	0	0	0	 // Corrected Start	
