id,start,end,locus_tag
963,1060511,1058850,Rv0946c
964,1061356,1061129,Rv0947c
965,1061789,1061472,Rv0948c
966,1062086,1064401,Rv0949
967,1065480,1064482,Rv0950c
968,1065787,1066950,Rv0951
969,1066963,1067874,Rv0952
970,1068785,1067937,Rv0953c
971,1068950,1069861,Rv0954
972,1069901,1071268,Rv0955
973,1071384,1072031,Rv0956
974,1072028,1073599,Rv0957
975,1073706,1075085,Rv0958
976,1075078,1077096,Rv0959
977,1077368,1077751,Rv0960
978,1077897,1078244,Rv0961
979,1078937,1078263,Rv0962c
980,1079920,1079120,Rv0963c
981,1080501,1080019,Rv0964c
982,1081020,1080601,Rv0965c
983,1081658,1081056,Rv0966c
984,1081798,1082157,Rv0967
985,1082214,1082510,Rv0968
986,1082566,1084878,Rv0969
987,1084875,1085507,Rv0970
988,1086407,1085598,Rv0971c
989,1087573,1086407,Rv0972c
990,1089573,1087570,Rv0973c
991,1091168,1089579,Rv0974c
992,1092319,1091171,Rv0975c
993,1093998,1092316,Rv0976c
994,1094196,1096967,Rv0977
995,1098178,1097184,Rv0978c
996,1098686,1098492,Rv0979c
997,1098708,1098881,Rv0979A
998,1100220,1098900,Rv0980c
999,1100585,1101277,Rv0981
1000,1101277,1102791,Rv0982
1001,1102835,1104229,Rv0983
1002,1104229,1104774,Rv0984
1003,1105249,1104794,Rv0985c
1004,1105572,1106317,Rv0986
1005,1106310,1108877,Rv0987
1006,1108884,1110044,Rv0988
1007,1111150,1110173,Rv0989c
1008,1111867,1111211,Rv0990c
1009,1112272,1111940,Rv0991c
1010,1112939,1112346,Rv0992c
1011,1113040,1113960,Rv0993
1012,1114037,1115317,Rv0994
1013,1115380,1115991,Rv0995
1014,1116152,1117228,Rv0996
1015,1117279,1117351,Rv0997
1016,1118516,1119517,Rv0998
1017,1119535,1120293,Rv0999
1018,1120916,1120299,Rv1000c
1019,1120953,1122161,Rv1001
1020,1123707,1122196,Rv1002c
1021,1123790,1124647,Rv1003
1022,1125916,1124657,Rv1004c
1023,1127366,1125990,Rv1005c
1024,1127482,1129185,Rv1006
1025,1130771,1129212,Rv1007c
1026,1130857,1131651,Rv1008
1027,1131859,1132947,Rv1009
1028,1132920,1133873,Rv1010
1029,1133959,1134879,Rv1011
1030,1134896,1135189,Rv1012
1031,1135393,1137027,Rv1013
1032,1137676,1137101,Rv1014c
1033,1138336,1137689,Rv1015c
1034,1139233,1138553,Rv1016c
1035,1140249,1139269,Rv1017c
1036,1141828,1140341,Rv1018c
1037,1141915,1141844,Rv1019
1038,1142735,1146439,Rv1020
1039,1146439,1147416,Rv1021
1040,1147504,1148235,Rv1022
1041,1148332,1149621,Rv1023
1042,1149626,1150312,Rv1024
1043,1150329,1150796,Rv1025
1044,1150787,1151746,Rv1026
1045,1152875,1152195,Rv1027c
1046,1155454,1152872,Rv1028c
1047,1155688,1155780,Rv1028A
1048,1155780,1157495,Rv1029
1049,1157492,1159621,Rv1030
1050,1159621,1160190,Rv1031
1051,1161723,1160194,Rv1032c
1052,1162504,1161731,Rv1033c
1053,1163075,1162686,Rv1034c
1054,1163829,1163143,Rv1035c
1055,1164201,1163863,Rv1036c
1056,1164596,1164312,Rv1037c
1057,1164919,1164623,Rv1038c
1058,1166240,1165065,Rv1039c
1059,1167144,1166317,Rv1040c
1060,1169203,1168340,Rv1041c
1061,1169267,1168860,Rv1042c
1062,1170576,1169551,Rv1043c
1063,1170823,1171446,Rv1044
1064,1171443,1172324,Rv1045
1065,1172998,1172474,Rv1046c
1066,1173193,1174440,Rv1047
1067,1175923,1174808,Rv1048c
1068,1176156,1176602,Rv1049
1069,1176651,1177556,Rv1050
1070,1178470,1177715,Rv1051c
1071,1179493,1179882,Rv1052
1072,1180056,1179781,Rv1053c
1073,1180698,1181012,Rv1054
1074,1181009,1181143,Rv1055
1075,1181166,1181239,Rv1056
1076,1183166,1184347,Rv1057
1077,1184454,1186085,Rv1058
1078,1186161,1187225,Rv1059
1079,1187278,1187751,Rv1060
1080,1187785,1188648,Rv1061
1081,1188653,1189510,Rv1062
1082,1190593,1189511,Rv1063c
1083,1191093,1190674,Rv1064c
1084,1191205,1191771,Rv1065
1085,1191768,1192163,Rv1066
1086,1194194,1192191,Rv1067c
1087,1195918,1194527,Rv1068c
1088,1198043,1196280,Rv1069c
1089,1198813,1198040,Rv1070c
1090,1199862,1198825,Rv1071c
1091,1200049,1200885,Rv1072
1092,1201001,1201852,Rv1073
1093,1203143,1201926,Rv1074c
1094,1204140,1203196,Rv1075c
1095,1204537,1205430,Rv1076
1096,1205487,1206881,Rv1077
1097,1207083,1207805,Rv1078
1098,1207837,1209003,Rv1079
1099,1209568,1209074,Rv1080c
1100,1210188,1209754,Rv1081c
1101,1210290,1211156,Rv1082
1102,1211153,1211419,Rv1083
1103,1211406,1213427,Rv1084
1104,1214254,1213526,Rv1085c
1105,1214365,1215153,Rv1086
1106,1215330,1217630,Rv1087
1107,1217807,1218127,Rv1087A
1108,1218280,1218714,Rv1088
1109,1218536,1218898,Rv1089
1110,1219284,1219388,Rv1089A
1111,1219366,1219821,Rv1090
1112,1220236,1222797,Rv1091
1113,1223953,1223015,Rv1092c
1114,1224341,1225621,Rv1093
1115,1225726,1226553,Rv1094
1116,1226764,1228065,Rv1095
1117,1228152,1229027,Rv1096
1118,1229911,1229030,Rv1097c
1119,1231332,1229908,Rv1098c
1120,1232349,1231363,Rv1099c
1121,1232450,1233151,Rv1100
1122,1234315,1233158,Rv1101c
1123,1234738,1234427,Rv1102c
1124,1235058,1234738,Rv1103c
1125,1235068,1235757,Rv1104
1126,1236078,1236593,Rv1105
1127,1237723,1236611,Rv1106c
1128,1237990,1237733,Rv1107c
1129,1239227,1237980,Rv1108c
1130,1239862,1239224,Rv1109c
1131,1239952,1240959,Rv1110
1132,1241959,1240976,Rv1111c
1133,1242022,1243095,Rv1112
1134,1243183,1243380,Rv1113
1135,1243377,1243751,Rv1114
1136,1243954,1244652,Rv1115
1137,1244770,1244955,Rv1116
1138,1245157,1244882,Rv1116A
1139,1245400,1245723,Rv1117
1140,1246598,1245738,Rv1118c
1141,1246780,1246631,Rv1119c
1142,1247271,1246777,Rv1120c
1143,1247474,1248874,Rv1121
1144,1248896,1249918,Rv1122
1145,1250819,1249911,Rv1123c
1146,1250894,1251844,Rv1124
1147,1251849,1253093,Rv1125
1148,1253702,1253097,Rv1126c
1149,1255171,1253699,Rv1127c
1150,1256739,1255384,Rv1128c
1151,1258301,1256841,Rv1129c
1152,1258322,1259902,Rv1130
1153,1259899,1261080,Rv1131
1154,1261092,1262822,Rv1132
1155,1265113,1262834,Rv1133c
1156,1265689,1265925,Rv1134
1157,1267895,1266039,Rv1135c
1158,1268081,1268323,Rv1135A
1159,1268373,1268714,Rv1136
1160,1269219,1268851,Rv1137c
1161,1270252,1269236,Rv1138c
1162,1270749,1270249,Rv1139c
1163,1271111,1271959,Rv1140
1164,1272773,1271967,Rv1141c
1165,1273722,1272916,Rv1142c
1166,1273826,1274908,Rv1143
1167,1274920,1275672,Rv1144
1168,1276187,1277098,Rv1145
1169,1277119,1278531,Rv1146
1170,1278664,1279314,Rv1147
1171,1281512,1280064,Rv1148c
1172,1281657,1282064,Rv1149
1173,1282033,1282581,Rv1150
1174,1283381,1282668,Rv1151c
1175,1283419,1283784,Rv1152
1176,1284610,1283762,Rv1153c
1177,1285248,1284607,Rv1154c
1178,1285193,1285636,Rv1155
1179,1286070,1286657,Rv1156
1180,1287935,1286820,Rv1157c
1181,1288626,1287943,Rv1158c
1182,1288756,1290051,Rv1159
1183,1290332,1290048,Rv1159A
1184,1290359,1290784,Rv1160
1185,1291092,1294790,Rv1161
1186,1294829,1296505,Rv1162
1187,1296562,1297167,Rv1163
1188,1297170,1297910,Rv1164
1189,1297932,1299818,Rv1165
1190,1299916,1301823,Rv1166
1191,1302456,1301851,Rv1167c
1192,1303568,1302528,Rv1168c
1193,1303888,1303586,Rv1169c
1194,1304068,1304979,Rv1170
1195,1305071,1305511,Rv1171
1196,1306445,1305519,Rv1172c
1197,1306695,1309265,Rv1173
1198,1309765,1309433,Rv1174c
1199,1311990,1309966,Rv1175c
1200,1312556,1311987,Rv1176c
1201,1312769,1313095,Rv1177
1202,1313128,1314216,Rv1178
1203,1317063,1314244,Rv1179c
1204,1317490,1318956,Rv1180
1205,1318999,1323747,Rv1181
1206,1323800,1325218,Rv1182
1207,1325285,1328293,Rv1183
1208,1329376,1328297,Rv1184c
1209,1331277,1329541,Rv1185c
1210,1333070,1331454,Rv1186c
1211,1333155,1334786,Rv1187
1212,1334786,1335775,Rv1188
1213,1335857,1336729,Rv1189
1214,1336745,1337623,Rv1190
1215,1337696,1338610,Rv1191
1216,1338692,1339519,Rv1192
1217,1339559,1340980,Rv1193
1218,1342278,1341013,Rv1194c
1219,1342768,1343067,Rv1195
1220,1343114,1344289,Rv1196
1221,1344423,1344719,Rv1197
1222,1344770,1345054,Rv1198
1223,1346369,1345122,Rv1199c
1224,1346706,1347983,Rv1200
1225,1348933,1347980,Rv1201c
1226,1349024,1350088,Rv1202
1227,1350669,1350085,Rv1203c
1228,1352388,1350700,Rv1204c
1229,1352483,1353046,Rv1205
1230,1353096,1354889,Rv1206
1231,1354955,1355911,Rv1207
1232,1355908,1356882,Rv1208
1233,1356921,1357289,Rv1209
1234,1357286,1357900,Rv1210
1235,1358007,1358234,Rv1211
1236,1359425,1358262,Rv1212c
1237,1359600,1360814,Rv1213
1238,1361390,1361058,Rv1214c
1239,1363209,1361524,Rv1215c
1240,1363911,1363237,Rv1216c
1241,1365566,1363920,Rv1217c
1242,1366498,1365563,Rv1218c
1243,1367126,1366488,Rv1219c
1244,1367915,1367268,Rv1220c
1245,1368178,1368951,Rv1221
1246,1369109,1369573,Rv1222
1247,1369641,1371227,Rv1223
1248,1371229,1371624,Rv1224
1249,1372487,1371657,Rv1225c
1250,1374061,1372598,Rv1226c
1251,1374591,1374058,Rv1227c
1252,1374686,1375243,Rv1228
1253,1376715,1375543,Rv1229c
1254,1377963,1376728,Rv1230c
1255,1378630,1378088,Rv1231c
1256,1379934,1378627,Rv1232c
1257,1380592,1379996,Rv1233c
1258,1380742,1381269,Rv1234
1259,1381290,1382696,Rv1235
1260,1382693,1383616,Rv1236
1261,1383621,1384445,Rv1237
1262,1384450,1385631,Rv1238
1263,1386808,1385708,Rv1239c
1264,1386979,1387968,Rv1240
1265,1388044,1388304,Rv1241
1266,1388301,1388732,Rv1242
1267,1390444,1388755,Rv1243c
1268,1390624,1391484,Rv1244
1269,1392395,1391565,Rv1245c
1270,1392745,1392452,Rv1246c
1271,1393011,1392742,Rv1247c
1272,1396768,1393124,Rv1248c
1273,1397749,1396961,Rv1249c
1274,1397946,1399685,Rv1250
1275,1403007,1399588,Rv1251c
1276,1403671,1403063,Rv1252c
1277,1403737,1405428,Rv1253
1278,1405425,1406576,Rv1254
1279,1407153,1406545,Rv1255c
1280,1408370,1407153,Rv1256c
1281,1409851,1408484,Rv1257c
1282,1411107,1409848,Rv1258c
1283,1411106,1412005,Rv1259
1284,1412007,1413125,Rv1260
1285,1413700,1413251,Rv1261c
1286,1414139,1413705,Rv1262c
1287,1414198,1415586,Rv1263
1288,1415661,1416854,Rv1264
1289,1417027,1417707,Rv1265
1290,1419607,1417727,Rv1266c
1291,1421114,1419948,Rv1267c
1292,1422123,1421425,Rv1268c
1293,1422720,1422346,Rv1269c
1294,1423515,1422781,Rv1270c
1295,1424069,1423728,Rv1271c
1296,1426072,1424177,Rv1272c
1297,1427817,1426069,Rv1273c
1298,1427964,1428521,Rv1274
1299,1428518,1429060,Rv1275
1300,1429681,1429205,Rv1276c
1301,1429931,1431184,Rv1277
1302,1431181,1433808,Rv1278
1303,1433829,1435415,Rv1279
1304,1437207,1435432,Rv1280c
1305,1439038,1437200,Rv1281c
1306,1439910,1439035,Rv1282c
1307,1440884,1439907,Rv1283c
1308,1441091,1441582,Rv1284
1309,1441676,1442674,Rv1285
1310,1442674,1444518,Rv1286
1311,1444572,1445057,Rv1287
1312,1445115,1446485,Rv1288
1313,1446534,1447166,Rv1289
1314,1448814,1447249,Rv1290c
1315,1448825,1449139,Rv1290A
1316,1449601,1449266,Rv1291c
1317,1450032,1449960,Rv1292
1318,1451795,1453138,Rv1293
1319,1453142,1454467,Rv1294
1320,1454464,1455546,Rv1295
1321,1455764,1456714,Rv1296
1322,1456971,1458779,Rv1297
1323,1458930,1459172,Rv1298
1324,1459262,1460335,Rv1299
1325,1460332,1461309,Rv1300
1326,1461325,1461978,Rv1301
1327,1462062,1463276,Rv1302
1328,1463533,1464018,Rv1303
1329,1464011,1464763,Rv1304
1330,1464812,1465057,Rv1305
1331,1465088,1465603,Rv1306
1332,1465610,1466950,Rv1307
1333,1466995,1468644,Rv1308
1334,1468651,1469568,Rv1309
1335,1469608,1471068,Rv1310
1336,1471082,1471447,Rv1311
1337,1471455,1471898,Rv1312
1338,1473272,1471938,Rv1313c
1339,1474019,1473438,Rv1314c
1340,1474088,1475344,Rv1315
1341,1475613,1477149,Rv1316c
1342,1482885,1481395,Rv1317c
1343,1484591,1482966,Rv1318c
1344,1486268,1484661,Rv1319c
1345,1507161,1508132,Rv1336
1346,1508123,1508845,Rv1337
1347,1508842,1509657,Rv1338
1348,1509684,1510505,Rv1339
1349,1510522,1511301,Rv1340
1350,1511340,1511954,Rv1341
1351,1512313,1511951,Rv1342c
1352,1512690,1512310,Rv1343c
1353,1512735,1513055,Rv1344
1354,1513048,1514613,Rv1345
1355,1514613,1515773,Rv1346
1356,1516372,1515740,Rv1347c
1357,1518426,1518509,Rv1348
1358,1521321,1523060,Rv1349
1359,1523189,1523932,Rv1350
1360,1523929,1524258,Rv1351
1361,1524461,1524832,Rv1352
1362,1525683,1524898,Rv1353c
1363,1527574,1525703,Rv1354c
1364,1529730,1527583,Rv1355c
1365,1530518,1529727,Rv1356c
1366,1531914,1530991,Rv1357c
1367,1532310,1535790,Rv1358
1368,1535872,1536624,Rv1359
1369,1537047,1538069,Rv1360
1370,1539332,1538142,Rv1361c
1371,1540309,1539647,Rv1362c
1372,1541091,1540306,Rv1363c
1373,1543343,1541382,Rv1364c
1374,1543868,1543482,Rv1365c
1375,1544089,1544910,Rv1366
1376,1546344,1545211,Rv1367c
1377,1546719,1547504,Rv1368
1378,1548577,1547693,Rv1369c
1379,1548954,1548628,Rv1370c
1380,1549058,1550527,Rv1371
1381,1550524,1551705,Rv1372
1382,1551711,1552691,Rv1373
1383,1552771,1551871,Rv1374c
1384,1552173,1553492,Rv1375
1385,1553489,1554982,Rv1376
1386,1555558,1554920,Rv1377c
1387,1556996,1555569,Rv1378c
1388,1556995,1557576,Rv1379
1389,1557573,1558532,Rv1380
1390,1558529,1559821,Rv1381
1391,1559818,1560315,Rv1382
1392,1560312,1561442,Rv1383
1393,1561442,1564789,Rv1384
1394,1564786,1565610,Rv1385
1395,1565805,1566113,Rv1386
1396,1566110,1567729,Rv1387
1397,1568035,1568607,Rv1388
1398,1568742,1569368,Rv1389
1399,1569434,1569766,Rv1390
1400,1569782,1571038,Rv1391
1401,1571166,1572377,Rv1392
1402,1573928,1572450,Rv1393c
1403,1575310,1573925,Rv1394c
1404,1575388,1576422,Rv1395
1405,1578198,1576468,Rv1396c
1406,1578854,1578453,Rv1397c
1407,1579108,1578851,Rv1398c
1408,1580150,1579191,Rv1399c
1409,1581137,1580175,Rv1400c
1410,1581271,1581873,Rv1401
1411,1581954,1583921,Rv1402
1412,1584763,1583939,Rv1403c
1413,1584932,1585414,Rv1404
1414,1586310,1585486,Rv1405c
1415,1586507,1587445,Rv1406
1416,1587442,1588815,Rv1407
1417,1588840,1589538,Rv1408
1418,1589535,1590554,Rv1409
1419,1592107,1590551,Rv1410c
1420,1592823,1592113,Rv1411c
1421,1592908,1593513,Rv1412
1422,1593727,1594242,Rv1413
1423,1594232,1594633,Rv1414
1424,1594738,1596015,Rv1415
1425,1596030,1596494,Rv1416
1426,1596491,1596955,Rv1417
1427,1596980,1597666,Rv1418
1428,1597846,1598319,Rv1419
1429,1598383,1600323,Rv1420
1430,1600320,1601225,Rv1421
1431,1601222,1602250,Rv1422
1432,1602247,1603224,Rv1423
1433,1603995,1603234,Rv1424c
1434,1603999,1605378,Rv1425
1435,1606662,1605400,Rv1426c
1436,1608269,1606662,Rv1427c
1437,1609100,1608273,Rv1428c
1438,1609219,1610487,Rv1429
1439,1610727,1612313,Rv1430
1440,1612424,1614193,Rv1431
1441,1614190,1615611,Rv1432
1442,1615775,1616590,Rv1433
1443,1616597,1616734,Rv1434
1444,1617312,1616683,Rv1435c
1445,1617669,1618688,Rv1436
1446,1618691,1619929,Rv1437
1447,1619926,1620711,Rv1438
1448,1621748,1621323,Rv1439c
1449,1622199,1622432,Rv1440
1450,1624046,1622571,Rv1441c
1451,1624153,1626453,Rv1442
1452,1627054,1626569,Rv1443c
1453,1628059,1627649,Rv1444c
1454,1628819,1628076,Rv1445c
1455,1629727,1628816,Rv1446c
1456,1631324,1629780,Rv1447c
1457,1632442,1631321,Rv1448c
1458,1634561,1632459,Rv1449c
1459,1638989,1635000,Rv1450c
1460,1639223,1636998,Rv1452c
1461,1650775,1649000,Rv1459c
1462,1650823,1651629,Rv1460
1463,1651626,1654166,Rv1461
1464,1654163,1655356,Rv1462
1465,1655353,1656153,Rv1463
1466,1656155,1657408,Rv1464
1467,1657405,1657893,Rv1465
1468,1657868,1658215,Rv1466
1469,1660139,1658310,Rv1467c
1470,1661358,1660246,Rv1468c
1471,1661600,1663573,Rv1469
1472,1663617,1663991,Rv1470
1473,1664007,1664378,Rv1471
1474,1664400,1665257,Rv1472
1475,1665293,1666921,Rv1473
1476,1667018,1667209,Rv1473A
1477,1667841,1667278,Rv1474c
1478,1670683,1667852,Rv1475c
1479,1670841,1671401,Rv1476
1480,1671627,1673045,Rv1477
1481,1673056,1673781,Rv1478
1482,1673920,1675053,Rv1479
1483,1675050,1676003,Rv1480
1484,1676014,1677021,Rv1481
1485,1677936,1677094,Rv1482c
1486,1678077,1678820,Rv1483
1487,1678839,1679648,Rv1484
1488,1679654,1680688,Rv1485
1489,1681520,1680654,Rv1486c
1490,1681578,1682012,Rv1487
1491,1682034,1683179,Rv1488
1492,1683189,1683545,Rv1489
1493,1683579,1683809,Rv1489A
1494,1683959,1685266,Rv1490
1495,1686603,1685845,Rv1491c
1496,1686794,1688641,Rv1492
1497,1688642,1690894,Rv1493
1498,1690908,1691210,Rv1494
1499,1691207,1691524,Rv1495
1500,1691521,1692525,Rv1496
1501,1692578,1693867,Rv1497
1502,1694557,1693940,Rv1498c
1503,1694983,1694771,Rv1498A
1504,1695044,1695442,Rv1499
1505,1695487,1696515,Rv1500
1506,1696527,1697348,Rv1501
1507,1697561,1698460,Rv1502
1508,1699181,1698633,Rv1503c
1509,1699781,1699182,Rv1504c
1510,1700583,1699918,Rv1505c
1511,1701080,1700580,Rv1506c
1512,1702059,1701364,Rv1507c
1513,1701993,1702496,Rv1507A
1514,1704531,1702732,Rv1508c
1515,1704503,1704865,Rv1508A
1516,1704849,1705730,Rv1509
1517,1705932,1707230,Rv1510
1518,1707711,1708733,Rv1511
1519,1708730,1709698,Rv1512
1520,1709695,1710426,Rv1513
1521,1711232,1710444,Rv1514c
1522,1712163,1711267,Rv1515c
1523,1713176,1712166,Rv1516c
1524,1713508,1714272,Rv1517
1525,1714281,1715240,Rv1518
1526,1715370,1715639,Rv1519
1527,1715665,1716705,Rv1520
1528,1716939,1718690,Rv1521
1529,1722249,1718809,Rv1522c
1530,1722290,1723333,Rv1523
1531,1723363,1724607,Rv1524
1532,1724654,1725439,Rv1525
1533,1726697,1725417,Rv1526c
1534,1733046,1726720,Rv1527c
1535,1734087,1733590,Rv1528c
1536,1734139,1735893,Rv1529
1537,1736010,1737113,Rv1530
1538,1737110,1737676,Rv1531
1539,1738187,1737753,Rv1532c
1540,1738247,1739374,Rv1533
1541,1739371,1740048,Rv1534
1542,1740613,1740849,Rv1535
1543,1741156,1744281,Rv1536
1544,1744493,1745884,Rv1537
1545,1746829,1745849,Rv1538c
1546,1746881,1747489,Rv1539
1547,1747482,1748408,Rv1540
1548,1749008,1748415,Rv1541c
1549,1749473,1749063,Rv1542c
1550,1749701,1750726,Rv1543
1551,1750731,1751534,Rv1544
1552,1751556,1751783,Rv1545
1553,1751832,1752263,Rv1546
1554,1752331,1755885,Rv1547
1555,1757970,1755934,Rv1548c
1556,1758147,1758675,Rv1549
1557,1758354,1760069,Rv1550
1558,1760083,1761948,Rv1551
1559,1762319,1764070,Rv1552
1560,1764073,1764816,Rv1553
1561,1764813,1765193,Rv1554
1562,1765190,1765567,Rv1555
1563,1765635,1766243,Rv1556
1564,1766382,1767575,Rv1557
1565,1767585,1768031,Rv1558
1566,1768066,1769355,Rv1559
1567,1769393,1769611,Rv1560
1568,1769617,1770021,Rv1561
1569,1771780,1770038,Rv1562c
1570,1774070,1771773,Rv1563c
1571,1776239,1774074,Rv1564c
1572,1778467,1776278,Rv1565c
1573,1779258,1778566,Rv1566c
1574,1779782,1779498,Rv1567c
1575,1780030,1781343,Rv1568
1576,1781340,1782500,Rv1569
1577,1782497,1783177,Rv1570
1578,1783177,1783686,Rv1571
1579,1783936,1783832,Rv1572c
1580,1784554,1783553,Rv1587c
1581,1785227,1784559,Rv1588c
1582,1785675,1786724,Rv1589
1583,1786725,1786964,Rv1590
1584,1786961,1787626,Rv1591
1585,1789131,1787791,Rv1592c
1586,1790098,1789388,Rv1593c
1587,1790147,1791196,Rv1594
1588,1791196,1792779,Rv1595
1589,1792779,1793636,Rv1596
1590,1793685,1794443,Rv1597
1591,1794874,1794464,Rv1598c
1592,1794974,1796290,Rv1599
1593,1796287,1797429,Rv1600
1594,1797426,1798058,Rv1601
1595,1798055,1798675,Rv1602
1596,1798685,1799422,Rv1603
1597,1799430,1800242,Rv1604
1598,1800244,1801047,Rv1605
1599,1801044,1801391,Rv1606
1600,1801572,1802654,Rv1607
1601,1803153,1802689,Rv1608c
1602,1803294,1804844,Rv1609
1603,1804834,1805541,Rv1610
1604,1805631,1806449,Rv1611
1605,1806518,1807750,Rv1612
1606,1807750,1808562,Rv1613
1607,1808562,1809968,Rv1614
1608,1810644,1811084,Rv1615
1609,1811074,1811472,Rv1616
1610,1811580,1812998,Rv1617
1611,1813006,1813908,Rv1618
1612,1813966,1815420,Rv1619
1613,1817084,1815354,Rv1620c
1614,1818664,1817081,Rv1621c
1615,1819791,1818751,Rv1622c
1616,1821278,1819821,Rv1623c
1617,1821976,1821389,Rv1624c
1618,1823336,1822005,Rv1625c
1619,1823479,1823406,Rv1626
1620,1825464,1824256,Rv1627c
1621,1825952,1825461,Rv1628c
1622,1826056,1828770,Rv1629
1623,1828933,1830378,Rv1630
1624,1830404,1831627,Rv1631
1625,1832221,1831778,Rv1632c
1626,1832466,1834562,Rv1633
1627,1834559,1835974,Rv1634
1628,1837633,1835963,Rv1635c
1629,1837842,1838282,Rv1636
1630,1839083,1838289,Rv1637c
1631,1839132,1842050,Rv1638
1632,1842364,1842107,Rv1638A
1633,1843849,1842380,Rv1639c
1634,1847426,1843908,Rv1640c
1635,1847664,1848269,Rv1641
1636,1848319,1848513,Rv1642
1637,1848575,1848964,Rv1643
1638,1848997,1849779,Rv1644
1639,1850845,1849790,Rv1645c
1640,1851155,1852087,Rv1646
1641,1852165,1853115,Rv1647
1642,1853122,1853928,Rv1648
1643,1854124,1855149,Rv1649
1644,1855149,1857644,Rv1650
1645,1860772,1857737,Rv1651c
1646,1860966,1862024,Rv1652
1647,1862021,1863235,Rv1653
1648,1863232,1864116,Rv1654
1649,1864113,1865315,Rv1655
1650,1865312,1866235,Rv1656
1651,1866232,1866744,Rv1657
1652,1866753,1867949,Rv1658
1653,1868029,1869441,Rv1659
1654,1869550,1870611,Rv1660
1655,1870694,1877074,Rv1661
1656,1877094,1881902,Rv1662
1657,1881902,1883410,Rv1663
1658,1883416,1886469,Rv1664
1659,1886616,1887677,Rv1665
1660,1888952,1887660,Rv1666c
1661,1889620,1888967,Rv1667c
1662,1890742,1889614,Rv1668c
1663,1891125,1891487,Rv1669
1664,1891520,1891867,Rv1670
1665,1891875,1892267,Rv1671
1666,1893607,1892276,Rv1672c
1667,1894632,1893700,Rv1673c
1668,1895145,1894660,Rv1674c
1669,1896204,1895470,Rv1675c
1670,1896276,1896980,Rv1676
1671,1896977,1897525,Rv1677
1672,1897626,1898528,Rv1678
1673,1898528,1899649,Rv1679
1674,1899658,1900482,Rv1680
1675,1900479,1901471,Rv1681
1676,1901632,1902549,Rv1682
1677,1902823,1905822,Rv1683
1678,1905815,1906039,Rv1684
1679,1906628,1906005,Rv1685c
1680,1907310,1906630,Rv1686c
1681,1908149,1907382,Rv1687c
1682,1908208,1908819,Rv1688
1683,1908831,1910105,Rv1689
1684,1910756,1911139,Rv1690
1685,1911178,1911930,Rv1691
1686,1911927,1912988,Rv1692
1687,1912985,1913161,Rv1693
1688,1913169,1913975,Rv1694
1689,1913975,1914898,Rv1695
1690,1914912,1916675,Rv1696
1691,1916771,1917952,Rv1697
1692,1917974,1918918,Rv1698
1693,1919058,1920818,Rv1699
1694,1920811,1921434,Rv1700
1695,1921431,1922366,Rv1701
1696,1923804,1922440,Rv1702c
1697,1924950,1924360,Rv1703c
1698,1926685,1925015,Rv1704c
1699,1927883,1926726,Rv1705c
1700,1929107,1927923,Rv1706c
1701,1929878,1929711,Rv1706A
1702,1930111,1931571,Rv1707
1703,1931589,1932545,Rv1708
1704,1932542,1933378,Rv1709
1705,1933375,1934070,Rv1710
1706,1934067,1934831,Rv1711
1707,1934828,1935520,Rv1712
1708,1935517,1936908,Rv1713
1709,1937082,1937894,Rv1714
1710,1937888,1938802,Rv1715
1711,1938805,1939635,Rv1716
1712,1939635,1939984,Rv1717
1713,1940037,1940855,Rv1718
1714,1940869,1941648,Rv1719
1715,1941841,1941914,Rv1720c
1716,1942871,1942644,Rv1721c
1717,1943089,1944573,Rv1722
1718,1944570,1945817,Rv1723
1719,1946279,1945860,Rv1724c
1720,1952473,1950920,Rv1730c
1721,1952905,1954461,Rv1731
1722,1955019,1954471,Rv1732c
1723,1955715,1955083,Rv1733c
1724,1957716,1957474,Rv1734c
1725,1958488,1957991,Rv1735c
1726,1960886,1958928,Rv1736c
1727,1962070,1960883,Rv1737c
1728,1962357,1962641,Rv1738
1729,1964337,1962655,Rv1739c
1730,1964405,1964617,Rv1740
1731,1964617,1964865,Rv1741
1732,1964873,1965610,Rv1742
1733,1965704,1967404,Rv1743
1734,1968090,1967689,Rv1744c
1735,1968691,1968080,Rv1745c
1736,1968838,1970268,Rv1746
1737,1970330,1972927,Rv1747
1738,1973300,1974031,Rv1748
1739,1974585,1974028,Rv1749c
1740,1976267,1974669,Rv1750c
1741,1976321,1977703,Rv1751
1742,1977830,1978279,Rv1752
1743,1981241,1978314,Rv1753c
1744,1983136,1981445,Rv1754c
1745,1984162,1983320,Rv1755c
1746,1985095,1984211,Rv1756c
1747,1985472,1985146,Rv1757c
1748,1985508,1986032,Rv1758
1749,1997200,1994465,Rv1759c
1750,1997776,2000642,Rv1760
1751,2001035,2000652,Rv1761c
1752,2001823,2001035,Rv1762c
1753,2002133,2002459,Rv1763
1754,2002510,2003394,Rv1764
1755,2004496,2003399,Rv1765c
1756,2005338,2005123,Rv1765A
1757,2005718,2005987,Rv1766
1758,2006055,2006414,Rv1767
1759,2006595,2008451,Rv1768
1760,2008607,2009851,Rv1769
1761,2009859,2011145,Rv1770
1762,2011142,2012428,Rv1771
1763,2012617,2012928,Rv1772
1764,2013747,2013001,Rv1773c
1765,2013813,2015153,Rv1774
1766,2015153,2015971,Rv1775
1767,2016536,2015976,Rv1776c
1768,2016637,2017941,Rv1777
